,speed
0,0.0
1,519.789393044707
2,1942.7714573533742
3,3327.7563442961564
4,5119.575651373072
5,5102.983828414434
6,4804.319498464133
7,4368.794512117214
8,4268.3510447033805
9,3717.0560576912317
10,3581.0956442988354
11,4532.635452989606
12,4565.129072767796
13,4762.978162377384
14,4513.994060016448
15,4236.6531132515365
16,3781.2886421790877
17,3748.7299858319475
18,3704.346941067763
19,4465.837163357001
20,4665.362776557421
21,4485.948565485076
22,4432.706518587146
23,4076.7986466773104
24,3997.6360979714764
25,4044.6640281106934
26,4099.2881102208885
27,4076.1893371539836
28,3695.1393331175723
29,3637.9211867072054
30,3892.870771143097
31,3999.335918849344
32,3999.335918849344
33,4141.455699016508
34,4540.478248161919
35,4433.3268308368115
36,3945.781629107615
37,3945.781629107615
38,4048.266527546453
39,4246.7760300942555
40,4170.677004217422
41,3806.7352964465185
42,3713.5253039726963
43,3775.5375487996953
44,4864.787392758787
45,4864.787392758787
46,5116.441371494518
47,4747.5828161125455
48,4670.965360558157
49,4009.685780414826
50,3938.390136219014
51,3878.3022480231534
52,4769.918296161671
53,4769.918296161671
54,5012.365020252502
55,4638.74130445629
56,4524.159272234021
57,3972.0133385656063
58,3863.396366517201
59,3986.6694339469204
60,4141.12048834099
61,4120.450044261121
62,3661.2719782277977
63,3563.579760290263
64,3789.9324410317513
65,4889.214209826967
66,5003.386638636306
67,5063.359673897351
68,4788.778413404777
69,4728.356964319567
70,4161.715292507067
71,4006.4718667003885
72,4000.5651141868384
73,5126.894804956801
74,5126.894804956801
75,5188.419800427224
76,4898.607569497814
77,4817.25746842109
78,4245.064938245376
79,4098.144527350062
80,4105.453266703598
81,4028.2111188743856
82,3969.977407691898
83,4268.935216026837
84,4656.4156140405385
85,4656.4156140405385
86,4231.743971065719
87,4116.385530789513
88,4122.976352146443
89,3918.5130803468837
90,3888.8751684123977
91,3937.509371780928
92,4909.142842605308
93,5195.1165836454265
94,5184.540131110983
95,4712.215989603459
96,4509.135055663036
97,4253.123855309836
98,3835.9084064258727
99,3728.85350163907
100,3745.3066427105064
101,4705.393377782994
102,4705.393377782994
103,4978.609335279167
104,4625.101297785804
105,4625.101297785804
106,4251.931996550774
107,4117.556867440067
108,4118.153565454167
109,4030.5779985406707
110,4044.411674656587
111,4102.328685509488
112,3888.0297993848076
113,3797.680623315806
114,3909.4478182277207
115,4136.301964463516
116,4114.0623146166845
117,3909.334420338229
118,4088.832640502973
119,4106.380104726473
120,4275.787842267013
121,3979.079844990137
122,3979.079844990137
123,4003.0697632108154
124,4084.8205361031
125,4027.15002062291
126,4224.143950987497
127,4550.16593583137
128,4633.335945996688
129,4284.235182192273
130,4219.334664292308
131,3831.6219152187164
132,3722.06275472519
133,3898.4714296648635
134,4084.1365715595616
135,3982.0107521243503
136,3972.08065258979
137,4849.858156431111
138,4938.71961201711
139,5142.409724077851
140,4761.332219544208
141,4645.058212180914
142,3945.03002947962
143,3945.03002947962
144,3855.1642308221744
145,4572.729300869621
146,4572.729300869621
147,4794.338001349851
148,4480.090267838641
149,4061.6795547973315
150,3762.1880377575367
151,3783.304612403314
152,5041.977244046097
153,5041.977244046097
154,5268.321047096996
155,4870.390813730028
156,4870.390813730028
157,4406.350720414224
158,4034.106838909361
159,4034.106838909361
160,3593.5501219306393
161,3488.205399718801
162,3542.5479000125997
163,4453.546985030717
164,4819.97538951678
165,4785.148428475161
166,4333.151119343029
167,4234.894226970354
168,3990.0372027082485
169,3981.9522879655515
170,4068.2017039210364
171,4226.908589452901
172,3964.42778956213
173,3916.04677953379
174,3896.390014418956
175,4757.063910781587
176,4773.241241875763
177,5021.637116194416
178,4669.259890962146
179,4645.142044062056
180,4318.107023281162
181,3851.8032848185126
182,3851.8032848185126
183,3779.7746324375485
184,4520.520617845953
185,4520.520617845953
186,4784.312595861031
187,4456.138806390399
188,4406.577946615838
189,3945.9176687245836
190,3729.1832630746903
191,3937.647693583591
192,4186.264269125624
193,4186.264269125624
194,3929.541246465287
195,3959.879191179409
196,3976.1274875213967
197,4896.237682265387
198,5170.786755940363
199,5165.002637726229
200,4784.59997631318
201,4422.419699160359
202,4412.422330725639
203,3961.3171830485553
204,3821.019483024463
205,3873.3239060507444
206,5413.78055314621
207,5413.78055314621
208,5606.535198971192
209,5182.287344411586
210,5128.741173823943
211,4778.5223579372705
212,4242.473326529782
213,4242.473326529782
214,3860.4338513992475
215,3725.620051793787
216,3743.280314790528
217,4631.738533691328
218,5029.058037078683
219,4856.041317756551
220,4387.530806032087
221,4369.620392603445
222,3962.0358836480773
223,3853.6344372373483
224,3853.6344372373483
225,4531.633198388082
226,4779.334610710126
227,4779.334610710126
228,4506.820610717829
229,4088.139656154324
230,4077.399408911981
231,3718.882550940853
232,3654.7963967756436
233,3654.7963967756436
234,4339.9813284486545
235,4732.636974474014
236,4694.095283293663
237,4341.258801991172
238,4049.6023693749016
239,3984.408715720262
240,4206.826288178129
241,4389.566013713175
242,4349.492181670294
243,3998.7437995128785
244,3882.458953300378
245,3892.0285627745056
246,4653.52588186763
247,4898.7926822811905
248,4909.717870777241
249,4580.291973683941
250,4383.987823320608
251,4231.125202784852
252,3806.973447829703
253,3651.8650605795788
254,3655.9331154824467
255,4420.914942358827
256,4696.983536814013
257,4731.634056884781
258,4423.4331394822475
259,4247.806061072206
260,4090.5115189363964
261,4006.9548085933484
262,4142.134389328134
263,4298.7272109605565
264,3992.653218921515
265,3992.653218921515
266,4501.410870246198
267,4715.405055573704
268,4748.963484818815
269,4430.9450187760385
270,4298.366825082638
271,4073.848226036781
272,4041.548914889969
273,4170.3289472932365
274,4178.856505634527
275,3873.6110758130912
276,3790.763868784861
277,3809.5979324506684
278,4636.978981771126
279,4803.586342680061
280,4920.5372892611895
281,4488.5811554667325
282,4466.288683453035
283,4021.7907031324244
284,3892.8994843385
285,3898.7030446817525
286,4649.435692026585
287,4912.484185576915
288,4884.470369634889
289,4528.658877316375
290,4231.397145509462
291,4192.115826020622
292,3815.116712666577
293,3730.5321719370677
294,3743.3736613826536
295,4594.669029509071
296,4972.122050031523
297,4963.199414665066
298,4584.105846853787
299,4310.57937964057
300,4240.172019419536
301,3820.043417462919
302,3653.893302335982
303,3755.1743675593057
304,5008.783793706872
305,5159.574137019367
306,5327.6970415080805
307,4955.088887675006
308,4865.926792786955
309,4544.802396709751
310,4027.3572785700253
311,3900.1382570440624
312,4617.411315741814
313,4856.378027545595
314,4579.05541652209
315,4500.470175333455
316,4253.85105007326
317,3814.2498503019287
318,3739.7748423832054
319,3691.7725043019327
320,4456.693452586057
321,4673.610002340685
322,4788.58752041712
323,4415.439623113147
324,4392.356490688835
325,4074.0125119170293
326,4079.190042328322
327,4079.190042328322
328,4098.240376950421
329,3856.8891727486193
330,3825.174327922318
331,4015.4860860204963
332,4271.471067671463
333,4253.8873057974915
334,3831.3865386043813
335,3727.2104211702194
336,3692.684813743187
337,4560.72083647709
338,4560.72083647709
339,4798.417979947042
340,4513.04388354157
341,4422.201703601798
342,3910.703987663732
343,3780.571434107448
344,3797.798124111891
345,4786.615051832288
346,4999.804615729598
347,5252.763966109571
348,4836.9570714763695
349,4822.460508911916
350,4191.602029164427
351,4016.7555532485435
352,3971.1910759609077
353,4930.018313045565
354,4930.018313045565
355,5146.194730140034
356,4749.345879642181
357,4749.345879642181
358,4395.15310549839
359,3935.166763133936
360,3840.9571079807615
361,4559.027537353888
362,4566.899747877366
363,4821.204020902495
364,4477.282321032595
365,4477.282321032595
366,4112.357999846351
367,4054.9668864374403
368,4099.581548324697
369,3953.973069998588
370,3906.2366179782116
371,4108.035727890088
372,4193.521843351971
373,4135.85628864338
374,3943.7650961482364
375,4064.8402747765645
376,4159.486029373395
377,4205.299956000954
378,3922.6716552323114
379,3866.817324813839
380,3901.6324241402144
381,4822.264201836031
382,4982.432312945462
383,5161.56932991805
384,4732.935617779631
385,4732.935617779631
386,4311.7947933774485
387,4114.475388983434
388,4199.952421255661
389,4274.57882355416
390,4181.430369567671
391,3894.0260074581124
392,3913.1462515454086
393,3932.622106372165
394,4780.283825780328
395,5065.322582201018
396,4902.28629281343
397,4432.336120716529
398,4310.038307310814
399,4058.9129199976774
400,4010.5910019449043
401,4133.546312198786
402,4288.013794085777
403,3998.1684555668285
404,3962.499720415902
405,3963.5945356608395
406,4794.085374193548
407,4794.085374193548
408,5019.227198863337
409,4653.444673132231
410,4653.444673132231
411,4109.624106216912
412,3928.7892588293307
413,3945.635699230375
414,5165.247121262974
415,5225.16237041737
416,5394.223394255242
417,4980.819515158178
418,4980.819515158178
419,4594.384957849414
420,4122.458270784603
421,4109.017134955167
422,3703.0941055230437
423,3585.311346633508
424,3588.5379233391445
425,4371.397253470903
426,4696.143729582499
427,4674.454511771855
428,4317.640130142591
429,4056.8511437276343
430,3977.203976780043
431,4269.461100273813
432,4514.190151352648
433,4500.589054502338
434,4123.635963853617
435,4038.9578076987773
436,4209.84669860783
437,4346.331280798602
438,4346.331280798602
439,4081.5922102118852
440,4115.725652480576
441,4115.725652480576
442,4198.9090426540815
443,3884.526989716436
444,3883.868191009107
445,3891.51187721348
446,4737.897452724725
447,4737.897452724725
448,4988.116357451012
449,4623.231340773836
450,4623.231340773836
451,4250.1259132042205
452,4143.840388332536
453,4143.840388332536
454,4122.760787831994
455,3822.3099963956715
456,3748.872293510385
457,4174.262164659936
458,4529.85111222792
459,4563.853321882745
460,4264.552464992514
461,4158.040000388319
462,3852.8174082513347
463,3786.947731716291
464,4558.445368293665
465,4831.919531603513
466,4776.934333360656
467,4178.978196418686
468,4147.861166205083
469,3828.464065225029
470,3837.1001256719424
471,4668.986889862288
472,4955.231590682294
473,4907.75474069786
474,4489.376160091616
475,4220.113043122067
476,4145.470965259084
477,3754.7207298729254
478,3640.9399940507237
479,3838.292198992065
480,5173.933909934459
481,5228.73074670935
482,5160.890126046302
483,4981.611455980645
